time,sv,SVclockBias,SVclockDrift,SVclockDriftRate,IODE,Crs,DeltaN,M0,Cuc,Eccentricity,Cus,sqrtA,Toe,Cic,Omega0,Cis,Io,Crc,omega,OmegaDot,IDOT,CodesL2,GPSWeek,L2Pflag,SVacc,health,TGD,IODC,TransTime,FitIntvl
2025-03-19 00:00:00,G09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G13,0.0006989389657974,7.958078640513e-13,0.0,36.0,-14.03125,4.553403953266e-09,-0.9058995872454,-7.245689630508e-07,0.008952249423601,5.54695725441e-06,5153.676715851,259200.0,5.40167093277e-08,-1.00137860049,1.844018697739e-07,0.9731351617284,277.75,0.9571808243891,-8.111766459061e-09,-5.250218692682e-11,1.0,2358.0,0.0,2.0,0.0,-1.164153218269e-08,36.0,254796.0,4.0
2025-03-19 00:00:00,G14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G15,0.0002755275927484,4.320099833421e-12,0.0,27.0,4.46875,5.183073038654e-09,-1.69684203315,4.507601261139e-07,0.01614710281137,5.437061190605e-06,5153.772977829,259200.0,2.570450305939e-07,-1.307191584954,2.775341272354e-07,0.9380879762496,260.5625,1.400144545366,-8.274987543589e-09,1.596495071856e-10,1.0,2358.0,0.0,2.0,0.0,-1.024454832077e-08,27.0,257238.0,4.0
2025-03-19 00:00:00,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G18,-0.0006453124806285,3.183231456205e-12,0.0,177.0,-71.78125,4.21838999859e-09,-2.672761043134,-3.725290298462e-06,0.004878247156739,6.731599569321e-06,5153.703426361,259200.0,-9.126961231232e-08,3.062209286794,-9.499490261078e-08,0.9741835093049,259.6875,-2.947448066757,-7.904972130962e-09,-1.792931825664e-10,1.0,2358.0,0.0,2.0,0.0,-8.381903171539e-09,689.0,258738.0,4.0
2025-03-19 00:00:00,G19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G20,0.000365586951375,-2.273736754432e-13,0.0,78.0,-35.71875,4.515902391175e-09,-2.388846006876,-1.644715666771e-06,0.003619003691711,9.220093488693e-06,5153.730634689,259200.0,1.192092895508e-07,-2.374870561749,-2.421438694e-08,0.9577609035917,198.875,-2.280773523326,-7.942116535318e-09,2.175090601254e-10,1.0,2358.0,0.0,2.0,0.0,-8.381903171539e-09,78.0,252018.0,4.0
2025-03-19 00:00:00,G22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G25,0.0004926770925522,-9.094947017729e-13,0.0,14.0,73.59375,4.503401870478e-09,1.972292729269,3.697350621223e-06,0.01236000354402,9.298324584961e-06,5153.660810471,259200.0,-7.264316082001e-08,0.9273151923428,-2.812594175339e-07,0.9488699487449,192.53125,1.121288630927,-7.978546624206e-09,1.325055193867e-10,1.0,2358.0,0.0,2.0,0.0,5.587935447693e-09,14.0,252018.0,4.0
2025-03-19 00:00:00,G26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G29,-0.0005271420814097,3.865352482535e-12,0.0,58.0,28.5625,4.58697678028e-09,-0.6763409926143,1.303851604462e-06,0.003069056780078,2.976506948471e-06,5153.68350029,259200.0,1.490116119385e-08,2.070981968483,-3.725290298462e-09,0.9666805462621,322.875,2.609699807375,-8.320703733566e-09,1.021471119801e-10,1.0,2358.0,0.0,2.0,0.0,-9.778887033463e-09,58.0,252192.0,4.0
2025-03-19 00:00:00,G30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:00:00,G32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G11,-0.0007385178469121,3.865352482535e-12,0.0,212.0,-79.125,4.458042838236e-09,-1.095644368957,-4.053115844727e-06,0.001687915297225,6.323680281639e-06,5153.630521774,261872.0,4.470348358154e-08,3.088771507914,6.146728992462e-08,0.966001453838,261.4375,-2.354699203588,-8.08783689087e-09,-1.835790753768e-10,1.0,2358.0,0.0,2.0,0.0,-8.847564458847e-09,212.0,254718.0,4.0
2025-03-19 00:44:32,G12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 00:44:32,G32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G05,-0.0002048988826573,-1.023181539495e-12,0.0,4.0,-30.8125,4.176245385955e-09,0.7219302905401,-1.411885023117e-06,0.005615803762339,9.847804903984e-06,5153.771253586,266384.0,-5.960464477539e-08,-2.240982575817,6.146728992462e-08,0.9755082138098,200.8125,1.319080268142,-7.875685196758e-09,2.69654089318e-10,1.0,2358.0,0.0,2.0,0.0,-1.071020960808e-08,4.0,259566.0,4.0
2025-03-19 01:59:44,G06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G07,-1.676939427853e-05,-1.477928890381e-12,0.0,0.0,-27.125,4.573404786381e-09,-2.403975091646,-1.553446054459e-06,0.01935445005074,8.553266525269e-06,5153.73641777,266384.0,2.253800630569e-07,-0.098890627443,-7.82310962677e-08,0.9508686064427,205.03125,-2.066455081132,-7.669248026393e-09,-2.960837616486e-10,1.0,2358.0,0.0,2.0,0.0,-1.071020960808e-08,0.0,259566.0,4.0
2025-03-19 01:59:44,G08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 01:59:44,G32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G05,-0.000204898416996,-1.023181539495e-12,0.0,112.0,-30.8125,4.175888228221e-09,0.7242632352594,-1.411885023117e-06,0.005615801201202,9.847804903984e-06,5153.771253586,266400.0,-5.960464477539e-08,-2.240982695776,6.146728992462e-08,0.9755082196615,200.8125,1.319080891345,-7.875328039024e-09,2.69654089318e-10,1.0,2358.0,0.0,2.8,0.0,-1.071020960808e-08,112.0,259218.0,4.0
2025-03-19 02:00:00,G06,-0.0002539977431297,-2.285105438204e-11,0.0,33.0,-83.5625,3.975522739337e-09,-1.638471866576,-4.36045229435e-06,0.003503910149448,6.66081905365e-06,5153.536167145,266400.0,-1.080334186554e-07,3.062273510361,-2.048909664154e-08,0.9892817265034,270.21875,-0.6643220131641,-7.881756878239e-09,-1.864363372504e-10,1.0,2358.0,0.0,2.0,0.0,3.725290298462e-09,33.0,259218.0,4.0
2025-03-19 02:00:00,G07,-1.676985993981e-05,-1.477928890381e-12,0.0,60.0,-27.125,4.573761944115e-09,-2.401641535427,-1.553446054459e-06,0.01935444935225,8.553266525269e-06,5153.736431122,266400.0,2.253800630569e-07,-0.09889075471687,-7.82310962677e-08,0.9508686079056,205.03125,-2.066455081132,-7.669248026393e-09,-2.960837616486e-10,1.0,2358.0,0.0,2.8,0.0,-1.071020960808e-08,60.0,259218.0,4.0
2025-03-19 02:00:00,G08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G11,-0.0007385006174445,3.865352482535e-12,0.0,213.0,-80.28125,4.456971365033e-09,-0.434981852683,-4.112720489502e-06,0.001688143704087,6.22496008873e-06,5153.631256104,266400.0,-7.450580596924e-09,3.088734793059,5.960464477539e-08,0.9660004488133,264.5625,-2.354898546657,-8.127124241632e-09,-1.835790753768e-10,1.0,2358.0,0.0,2.0,0.0,-8.847564458847e-09,213.0,259218.0,4.0
2025-03-19 02:00:00,G12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G13,0.0006989445537329,7.958078640513e-13,0.0,39.0,-15.125,4.643050544549e-09,0.1442678944112,-6.463378667831e-07,0.008952065720223,5.543231964111e-06,5153.676303864,266400.0,-3.166496753693e-08,-1.0014376424,9.313225746155e-08,0.9731345399882,276.6875,0.9571933235612,-8.197127157534e-09,-3.428714248282e-11,1.0,2358.0,0.0,2.0,0.0,-1.164153218269e-08,39.0,259218.0,4.0
2025-03-19 02:00:00,G14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G15,0.0002755583263934,4.320099833421e-12,0.0,30.0,0.34375,5.463084702263e-09,-0.6467821344892,2.235174179077e-07,0.01614657999016,5.953013896942e-06,5153.770681381,266400.0,-1.862645149231e-07,-1.307253521979,1.061707735062e-07,0.9380872286985,253.34375,1.40021157481,-8.751793118741e-09,2.16794744657e-10,1.0,2358.0,0.0,2.0,0.0,-1.024454832077e-08,30.0,259218.0,4.0
2025-03-19 02:00:00,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G18,-0.0006452891975641,3.183231456205e-12,0.0,178.0,-70.96875,4.197317692272e-09,-1.622714808128,-3.872439265251e-06,0.004878256469965,6.243586540222e-06,5153.702537537,266400.0,5.587935447693e-08,3.062151504456,-5.960464477539e-08,0.9741824647814,265.25,-2.947333550993,-7.965688945775e-09,-7.214586230761e-11,1.0,2358.0,0.0,2.0,0.0,-8.381903171539e-09,690.0,259218.0,4.0
2025-03-19 02:00:00,G19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G20,0.0003655850887299,-2.273736754432e-13,0.0,81.0,-45.78125,4.489115561111e-09,-1.338274745201,-2.25193798542e-06,0.003618438844569,9.622424840927e-06,5153.733720779,266400.0,5.40167093277e-08,-2.374927883268,3.911554813385e-08,0.9577627746639,192.59375,-2.281199724028,-7.927115910482e-09,2.671539851787e-10,1.0,2358.0,0.0,2.0,0.0,-8.381903171539e-09,81.0,259218.0,4.0
2025-03-19 02:00:00,G22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G23,0.0004435107111931,7.04858393874e-12,0.0,185.0,-21.8125,3.886590463522e-09,-2.735644320761,-1.139938831329e-06,0.005051521584392,9.510666131973e-06,5153.641004562,266400.0,-6.519258022308e-08,-2.21874385401,-9.126961231232e-08,0.983381397531,208.5625,-2.840620304129,-7.592816271275e-09,2.803688213439e-10,1.0,2358.0,0.0,2.0,0.0,-8.381903171539e-09,953.0,262038.0,4.0
2025-03-19 02:00:00,G24,-0.000436588190496,5.911715561524e-12,0.0,93.0,-25.71875,5.159500628197e-09,-1.472150416288,-1.268461346626e-06,0.01654620119371,7.631257176399e-06,5153.680551529,266400.0,4.153698682785e-07,-0.2011037261717,1.564621925354e-07,0.9346244313848,215.84375,1.052804646042,-8.1967699998e-09,-4.332323315799e-10,1.0,2358.0,0.0,2.0,0.0,2.328306436539e-09,93.0,265368.0,4.0
2025-03-19 02:00:00,G25,0.0004926701076329,-9.094947017729e-13,0.0,26.0,76.4375,4.400897600764e-09,3.022503304103,3.950670361519e-06,0.01235980971251,9.42125916481e-06,5153.660795212,266400.0,7.078051567078e-08,0.9272593864068,-5.40167093277e-08,0.9488716062311,188.3125,1.121266330203,-7.745322623776e-09,6.39312344211e-11,1.0,2358.0,0.0,2.0,0.0,5.587935447693e-09,26.0,259308.0,4.0
2025-03-19 02:00:00,G26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G29,-0.0005271141417325,3.865352482535e-12,0.0,59.0,35.0,4.562332896621e-09,0.3738143117123,1.84029340744e-06,0.003068104968406,3.118067979813e-06,5153.681705475,266400.0,1.676380634308e-08,2.070922056136,-7.450580596924e-09,0.966681298202,320.3125,2.609720245803,-8.317489313958e-09,1.035757429169e-10,1.0,2358.0,0.0,2.0,0.0,-9.778887033463e-09,59.0,259218.0,4.0
2025-03-19 02:00:00,G30,-0.000191168859601,9.094947017729e-12,0.0,17.0,-26.875,5.007708591163e-09,-2.59208196687,-1.544132828712e-06,0.007521940977313,8.681789040566e-06,5153.716491699,266400.0,5.587935447693e-08,-0.1026972119682,-7.450580596924e-08,0.9360468076153,197.65625,-2.409860187253,-8.076407843376e-09,-3.803729869188e-10,1.0,2358.0,0.0,2.0,0.0,3.725290298462e-09,17.0,259218.0,4.0
2025-03-19 02:00:00,G31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 02:00:00,G32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G10,-0.0003590476699173,-1.398348103976e-11,0.0,59.0,-28.1875,3.806944288796e-09,-2.875490804214,-1.547858119011e-06,0.01011036592536,9.408220648766e-06,5153.652887344,273584.0,7.078051567078e-08,-2.188387971783,-1.899898052216e-07,0.988265378797,213.0,-2.308623691672,-7.462810856027e-09,3.485859485754e-10,1.0,2358.0,0.0,2.0,0.0,2.793967723846e-09,59.0,272928.0,4.0
2025-03-19 03:59:44,G11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G27,-2.948893234134e-05,7.958078640513e-13,0.0,62.0,46.71875,4.748054918403e-09,1.520939508115,2.332031726837e-06,0.01349312474485,3.473833203316e-06,5153.690502167,273584.0,-2.607703208923e-07,1.984730403188,8.195638656616e-08,0.9573951682202,312.03125,0.8312638036226,-8.487139237702e-09,1.928651764659e-11,1.0,2358.0,0.0,2.0,0.0,2.328306436539e-09,62.0,267402.0,4.0
2025-03-19 03:59:44,G28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 03:59:44,G32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
